tran_id,store_id,member_id,tran_dt
2020-04-15T19:59:03.190520_191_2,3,1031,2021-08-15
2020-04-15T19:59:03.190520_192,2,1973,2019-08-15
2020-04-15T19:59:03.190520_192_1,2,1973,2020-08-15
2020-04-15T19:59:03.190520_192_2,2,1973,2021-08-15
2020-04-15T19:59:03.190520_193,1,1509,2019-08-16
2020-04-15T19:59:03.190520_193_1,1,1509,2020-08-16
2020-04-15T19:59:03.190520_193_2,1,1509,2021-08-16
2020-04-15T19:59:03.190520_194,2,1100,2019-08-16
2020-04-15T19:59:03.190520_194_1,2,1100,2020-08-16
2020-04-15T19:59:03.190520_194_2,2,1100,2021-08-16
2020-04-15T19:59:03.190520_195,2,1589,2019-08-16
2020-04-15T19:59:03.190520_195_1,2,1589,2020-08-16
2020-04-15T19:59:03.190520_195_2,2,1589,2021-08-16
2020-04-15T19:59:03.190520_196,3,1165,2019-08-16
2020-04-15T19:59:03.190520_196_1,3,1165,2020-08-16
2020-04-15T19:59:03.190520_196_2,3,1165,2021-08-16
2020-04-15T19:59:03.190520_197,3,1701,2019-08-16
2020-04-15T19:59:03.190520_197_1,3,1701,2020-08-16
2020-04-15T19:59:03.190520_197_2,3,1701,2021-08-16
2020-04-15T19:59:03.190520_198,1,1200,2019-08-16
2020-04-15T19:59:03.190520_198_1,1,1200,2020-08-16
2020-04-15T19:59:03.190520_198_2,1,1200,2021-08-16
2020-04-15T19:59:03.190520_199,2,1992,2019-08-16
2020-04-15T19:59:03.190520_199_1,2,1992,2020-08-16
2020-04-15T19:59:03.190520_199_2,2,1992,2021-08-16
2020-04-15T19:59:03.190520_200,3,1570,2019-08-16
2020-04-15T19:59:03.190520_200_1,3,1570,2020-08-16
2020-04-15T19:59:03.190520_200_2,3,1570,2021-08-16
2020-04-15T19:59:03.190520_201,3,1972,2019-08-16
2020-04-15T19:59:03.190520_201_1,3,1972,2020-08-16
2020-04-15T19:59:03.190520_201_2,3,1972,2021-08-16
2020-04-15T19:59:03.190520_202,1,1061,2019-08-16
2020-04-15T19:59:03.190520_202_1,1,1061,2020-08-16
2020-04-15T19:59:03.190520_202_2,1,1061,2021-08-16
2020-04-15T19:59:03.190520_203,2,1792,2019-08-16
2020-04-15T19:59:03.190520_203_1,2,1792,2020-08-16
2020-04-15T19:59:03.190520_203_2,2,1792,2021-08-16
2020-04-15T19:59:03.190520_204,3,1402,2019-08-16
2020-04-15T19:59:03.190520_204_1,3,1402,2020-08-16
2020-04-15T19:59:03.190520_204_2,3,1402,2021-08-16
2020-04-15T19:59:03.191519_205,1,1310,2019-08-17
2020-04-15T19:59:03.191519_205_1,1,1310,2020-08-17
2020-04-15T19:59:03.191519_205_2,1,1310,2021-08-17
2020-04-15T19:59:03.191519_206,1,1013,2019-08-17
2020-04-15T19:59:03.191519_206_1,1,1013,2020-08-17
2020-04-15T19:59:03.191519_206_2,1,1013,2021-08-17
2020-04-15T19:59:03.191519_207,2,1925,2019-08-17
2020-04-15T19:59:03.191519_207_1,2,1925,2020-08-17
2020-04-15T19:59:03.191519_207_2,2,1925,2021-08-17
2020-04-15T19:59:03.191519_208,2,1101,2019-08-17
2020-04-15T19:59:03.191519_208_1,2,1101,2020-08-17
2020-04-15T19:59:03.191519_208_2,2,1101,2021-08-17
2020-04-15T19:59:03.191519_209,3,1972,2019-08-17
2020-04-15T19:59:03.191519_209_1,3,1972,2020-08-17
2020-04-15T19:59:03.191519_209_2,3,1972,2021-08-17
2020-04-15T19:59:03.191519_210,3,1540,2019-08-17
2020-04-15T19:59:03.191519_210_1,3,1540,2020-08-17
2020-04-15T19:59:03.191519_210_2,3,1540,2021-08-17
2020-04-15T19:59:03.191519_211,1,1540,2019-08-17
2020-04-15T19:59:03.191519_211_1,1,1540,2020-08-17
2020-04-15T19:59:03.191519_211_2,1,1540,2021-08-17
2020-04-15T19:59:03.191519_212,1,1142,2019-08-17
2020-04-15T19:59:03.191519_212_1,1,1142,2020-08-17
2020-04-15T19:59:03.191519_212_2,1,1142,2021-08-17
2020-04-15T19:59:03.191519_213,2,1513,2019-08-17
2020-04-15T19:59:03.191519_213_1,2,1513,2020-08-17
2020-04-15T19:59:03.191519_213_2,2,1513,2021-08-17
2020-04-15T19:59:03.191519_214,3,1706,2019-08-17
2020-04-15T19:59:03.191519_214_1,3,1706,2020-08-17
2020-04-15T19:59:03.191519_214_2,3,1706,2021-08-17
2020-04-15T19:59:03.191519_215,1,1701,2019-08-17
2020-04-15T19:59:03.191519_215_1,1,1701,2020-08-17
2020-04-15T19:59:03.191519_215_2,1,1701,2021-08-17
2020-04-15T19:59:03.191519_216,1,1250,2019-08-17
2020-04-15T19:59:03.191519_216_1,1,1250,2020-08-17
2020-04-15T19:59:03.191519_216_2,1,1250,2021-08-17
2020-04-15T19:59:03.191519_217,3,1636,2019-08-17
2020-04-15T19:59:03.191519_217_1,3,1636,2020-08-17
2020-04-15T19:59:03.191519_217_2,3,1636,2021-08-17
2020-04-15T19:59:03.191519_218,2,1798,2019-08-17
2020-04-15T19:59:03.191519_218_1,2,1798,2020-08-17
2020-04-15T19:59:03.191519_218_2,2,1798,2021-08-17
2020-04-15T19:59:03.191519_219,1,1292,2019-08-17
2020-04-15T19:59:03.191519_219_1,1,1292,2020-08-17
2020-04-15T19:59:03.191519_219_2,1,1292,2021-08-17
2020-04-15T19:59:03.191519_220,3,1580,2019-08-17
2020-04-15T19:59:03.191519_220_1,3,1580,2020-08-17
2020-04-15T19:59:03.191519_220_2,3,1580,2021-08-17
2020-04-15T19:59:03.191519_221,3,1928,2019-08-17
2020-04-15T19:59:03.191519_221_1,3,1928,2020-08-17
2020-04-15T19:59:03.191519_221_2,3,1928,2021-08-17
2020-04-15T19:59:03.191519_222,3,1706,2019-08-17
2020-04-15T19:59:03.191519_222_1,3,1706,2020-08-17
2020-04-15T19:59:03.191519_222_2,3,1706,2021-08-17
2020-04-15T19:59:03.191519_223,1,1452,2019-08-17
2020-04-15T19:59:03.191519_223_1,1,1452,2020-08-17
2020-04-15T19:59:03.191519_223_2,1,1452,2021-08-17
2020-04-15T19:59:03.191519_224,1,1997,2019-08-17
2020-04-15T19:59:03.191519_224_1,1,1997,2020-08-17
2020-04-15T19:59:03.191519_224_2,1,1997,2021-08-17
2020-04-15T19:59:03.191519_225,2,1406,2019-08-17
2020-04-15T19:59:03.191519_225_1,2,1406,2020-08-17
2020-04-15T19:59:03.191519_225_2,2,1406,2021-08-17
2020-04-15T19:59:03.191519_226,2,1595,2019-08-17
2020-04-15T19:59:03.191519_226_1,2,1595,2020-08-17
2020-04-15T19:59:03.191519_226_2,2,1595,2021-08-17
2020-04-15T19:59:03.191519_227,3,1967,2019-08-17
2020-04-15T19:59:03.191519_227_1,3,1967,2020-08-17
2020-04-15T19:59:03.191519_227_2,3,1967,2021-08-17
2020-04-15T19:59:03.191519_228,2,1292,2019-08-18
2020-04-15T19:59:03.191519_228_1,2,1292,2020-08-18
2020-04-15T19:59:03.191519_228_2,2,1292,2021-08-18
2020-04-15T19:59:03.191519_229,2,1509,2019-08-18
2020-04-15T19:59:03.191519_229_1,2,1509,2020-08-18
2020-04-15T19:59:03.191519_229_2,2,1509,2021-08-18
2020-04-15T19:59:03.192520_230,3,1898,2019-08-18
2020-04-15T19:59:03.192520_230_1,3,1898,2020-08-18
2020-04-15T19:59:03.192520_230_2,3,1898,2021-08-18
2020-04-15T19:59:03.192520_231,2,1997,2019-08-18
2020-04-15T19:59:03.192520_231_1,2,1997,2020-08-18
2020-04-15T19:59:03.192520_231_2,2,1997,2021-08-18
2020-04-15T19:59:03.192520_232,3,1706,2019-08-18
2020-04-15T19:59:03.192520_232_1,3,1706,2020-08-18
2020-04-15T19:59:03.192520_232_2,3,1706,2021-08-18
2020-04-15T19:59:03.192520_233,1,1997,2019-08-18
2020-04-15T19:59:03.192520_233_1,1,1997,2020-08-18
2020-04-15T19:59:03.192520_233_2,1,1997,2021-08-18
2020-04-15T19:59:03.192520_234,2,1361,2019-08-18
2020-04-15T19:59:03.192520_234_1,2,1361,2020-08-18
2020-04-15T19:59:03.192520_234_2,2,1361,2021-08-18
2020-04-15T19:59:03.192520_235,2,1452,2019-08-18
2020-04-15T19:59:03.192520_235_1,2,1452,2020-08-18
2020-04-15T19:59:03.192520_235_2,2,1452,2021-08-18
2020-04-15T19:59:03.192520_236,3,1289,2019-08-18
2020-04-15T19:59:03.192520_236_1,3,1289,2020-08-18
2020-04-15T19:59:03.192520_236_2,3,1289,2021-08-18
2020-04-15T19:59:03.192520_237,3,1997,2019-08-18
2020-04-15T19:59:03.192520_237_1,3,1997,2020-08-18
2020-04-15T19:59:03.192520_237_2,3,1997,2021-08-18
2020-04-15T19:59:03.192520_238,1,1997,2019-08-18
2020-04-15T19:59:03.192520_238_1,1,1997,2020-08-18
2020-04-15T19:59:03.192520_238_2,1,1997,2021-08-18
2020-04-15T19:59:03.192520_239,1,1371,2019-08-18
2020-04-15T19:59:03.192520_239_1,1,1371,2020-08-18
2020-04-15T19:59:03.192520_239_2,1,1371,2021-08-18
2020-04-15T19:59:03.192520_240,2,1865,2019-08-18
2020-04-15T19:59:03.192520_240_1,2,1865,2020-08-18
2020-04-15T19:59:03.192520_240_2,2,1865,2021-08-18
2020-04-15T19:59:03.192520_241,1,1511,2019-08-18
2020-04-15T19:59:03.192520_241_1,1,1511,2020-08-18
2020-04-15T19:59:03.192520_241_2,1,1511,2021-08-18
2020-04-15T19:59:03.192520_242,2,1164,2019-08-18
2020-04-15T19:59:03.192520_242_1,2,1164,2020-08-18
2020-04-15T19:59:03.192520_242_2,2,1164,2021-08-18
2020-04-15T19:59:03.192520_243,3,1200,2019-08-18
2020-04-15T19:59:03.192520_243_1,3,1200,2020-08-18
2020-04-15T19:59:03.192520_243_2,3,1200,2021-08-18
2020-04-15T19:59:03.192520_244,1,1250,2019-08-18
2020-04-15T19:59:03.192520_244_1,1,1250,2020-08-18
2020-04-15T19:59:03.192520_244_2,1,1250,2021-08-18
2020-04-15T19:59:03.192520_245,3,1207,2019-08-18
2020-04-15T19:59:03.192520_245_1,3,1207,2020-08-18
2020-04-15T19:59:03.192520_245_2,3,1207,2021-08-18
2020-04-15T19:59:03.192520_246,2,1865,2019-08-18
2020-04-15T19:59:03.192520_246_1,2,1865,2020-08-18
2020-04-15T19:59:03.192520_246_2,2,1865,2021-08-18
2020-04-15T19:59:03.192520_247,1,1997,2019-08-18
2020-04-15T19:59:03.192520_247_1,1,1997,2020-08-18
2020-04-15T19:59:03.192520_247_2,1,1997,2021-08-18
2020-04-15T19:59:03.192520_248,3,1294,2019-08-18
2020-04-15T19:59:03.192520_248_1,3,1294,2020-08-18
2020-04-15T19:59:03.192520_248_2,3,1294,2021-08-18
2020-04-15T19:59:03.192520_249,1,1506,2019-08-18
2020-04-15T19:59:03.192520_249_1,1,1506,2020-08-18
2020-04-15T19:59:03.192520_249_2,1,1506,2021-08-18
2020-04-15T19:59:03.192520_250,3,1925,2019-08-18
2020-04-15T19:59:03.192520_250_1,3,1925,2020-08-18
2020-04-15T19:59:03.192520_250_2,3,1925,2021-08-18
2020-04-15T19:59:03.192520_251,1,1085,2019-08-19
2020-04-15T19:59:03.192520_251_1,1,1085,2020-08-19
2020-04-15T19:59:03.192520_251_2,1,1085,2021-08-19
2020-04-15T19:59:03.192520_252,3,1013,2019-08-19
2020-04-15T19:59:03.192520_252_1,3,1013,2020-08-19
2020-04-15T19:59:03.192520_252_2,3,1013,2021-08-19
2020-04-15T19:59:03.192520_253,2,1675,2019-08-19
2020-04-15T19:59:03.192520_253_1,2,1675,2020-08-19
2020-04-15T19:59:03.192520_253_2,2,1675,2021-08-19
2020-04-15T19:59:03.192520_254,3,1925,2019-08-19
2020-04-15T19:59:03.192520_254_1,3,1925,2020-08-19
2020-04-15T19:59:03.192520_254_2,3,1925,2021-08-19
2020-04-15T19:59:03.192520_255,3,1346,2019-08-19
2020-04-15T19:59:03.192520_255_1,3,1346,2020-08-19
2020-04-15T19:59:03.192520_255_2,3,1346,2021-08-19
2020-04-15T19:59:03.192520_256,3,1367,2019-08-19
2020-04-15T19:59:03.192520_256_1,3,1367,2020-08-19
2020-04-15T19:59:03.192520_256_2,3,1367,2021-08-19
2020-04-15T19:59:03.192520_257,3,1881,2019-08-19
2020-04-15T19:59:03.192520_257_1,3,1881,2020-08-19
2020-04-15T19:59:03.192520_257_2,3,1881,2021-08-19
2020-04-15T19:59:03.192520_258,1,1900,2019-08-19
2020-04-15T19:59:03.192520_258_1,1,1900,2020-08-19
2020-04-15T19:59:03.192520_258_2,1,1900,2021-08-19
2020-04-15T19:59:03.192520_259,2,1207,2019-08-19
2020-04-15T19:59:03.192520_259_1,2,1207,2020-08-19
2020-04-15T19:59:03.192520_259_2,2,1207,2021-08-19
2020-04-15T19:59:03.192520_260,2,1087,2019-08-19
2020-04-15T19:59:03.192520_260_1,2,1087,2020-08-19
2020-04-15T19:59:03.192520_260_2,2,1087,2021-08-19
2020-04-15T19:59:03.192520_261,3,1650,2019-08-20
2020-04-15T19:59:03.192520_261_1,3,1650,2020-08-20
2020-04-15T19:59:03.192520_261_2,3,1650,2021-08-20
2020-04-15T19:59:03.193518_262,2,1520,2019-08-20
2020-04-15T19:59:03.193518_262_1,2,1520,2020-08-20
2020-04-15T19:59:03.193518_262_2,2,1520,2021-08-20
2020-04-15T19:59:03.193518_263,2,1513,2019-08-20
2020-04-15T19:59:03.193518_263_1,2,1513,2020-08-20
2020-04-15T19:59:03.193518_263_2,2,1513,2021-08-20
2020-04-15T19:59:03.193518_264,3,1277,2019-08-20
2020-04-15T19:59:03.193518_264_1,3,1277,2020-08-20
2020-04-15T19:59:03.193518_264_2,3,1277,2021-08-20
2020-04-15T19:59:03.193518_265,1,1142,2019-08-20
2020-04-15T19:59:03.193518_265_1,1,1142,2020-08-20
2020-04-15T19:59:03.193518_265_2,1,1142,2021-08-20
2020-04-15T19:59:03.193518_266,1,1030,2019-08-20
2020-04-15T19:59:03.193518_266_1,1,1030,2020-08-20
2020-04-15T19:59:03.193518_266_2,1,1030,2021-08-20
2020-04-15T19:59:03.193518_267,2,1511,2019-08-20
2020-04-15T19:59:03.193518_267_1,2,1511,2020-08-20
2020-04-15T19:59:03.193518_267_2,2,1511,2021-08-20
2020-04-15T19:59:03.193518_268,3,1413,2019-08-20
2020-04-15T19:59:03.193518_268_1,3,1413,2020-08-20
2020-04-15T19:59:03.193518_268_2,3,1413,2021-08-20
2020-04-15T19:59:03.193518_269,3,1289,2019-08-20
2020-04-15T19:59:03.193518_269_1,3,1289,2020-08-20
2020-04-15T19:59:03.193518_269_2,3,1289,2021-08-20
2020-04-15T19:59:03.193518_270,1,1697,2019-08-20
2020-04-15T19:59:03.193518_270_1,1,1697,2020-08-20
2020-04-15T19:59:03.193518_270_2,1,1697,2021-08-20
2020-04-15T19:59:03.193518_271,1,1706,2019-08-20
2020-04-15T19:59:03.193518_271_1,1,1706,2020-08-20
2020-04-15T19:59:03.193518_271_2,1,1706,2021-08-20
2020-04-15T19:59:03.193518_272,1,1366,2019-08-21
2020-04-15T19:59:03.193518_272_1,1,1366,2020-08-21
2020-04-15T19:59:03.193518_272_2,1,1366,2021-08-21
2020-04-15T19:59:03.193518_273,2,1385,2019-08-21
2020-04-15T19:59:03.193518_273_1,2,1385,2020-08-21
2020-04-15T19:59:03.193518_273_2,2,1385,2021-08-21
2020-04-15T19:59:03.193518_274,2,1335,2019-08-21
2020-04-15T19:59:03.193518_274_1,2,1335,2020-08-21
2020-04-15T19:59:03.193518_274_2,2,1335,2021-08-21
2020-04-15T19:59:03.193518_275,2,1361,2019-08-21
2020-04-15T19:59:03.193518_275_1,2,1361,2020-08-21
2020-04-15T19:59:03.193518_275_2,2,1361,2021-08-21
2020-04-15T19:59:03.193518_276,3,1134,2019-08-21
2020-04-15T19:59:03.193518_276_1,3,1134,2020-08-21
2020-04-15T19:59:03.193518_276_2,3,1134,2021-08-21
2020-04-15T19:59:03.193518_277,3,1331,2019-08-21
2020-04-15T19:59:03.193518_277_1,3,1331,2020-08-21
2020-04-15T19:59:03.193518_277_2,3,1331,2021-08-21
2020-04-15T19:59:03.193518_278,3,1298,2019-08-21
2020-04-15T19:59:03.193518_278_1,3,1298,2020-08-21
2020-04-15T19:59:03.193518_278_2,3,1298,2021-08-21
2020-04-15T19:59:03.193518_279,1,1454,2019-08-21
2020-04-15T19:59:03.193518_279_1,1,1454,2020-08-21
2020-04-15T19:59:03.193518_279_2,1,1454,2021-08-21
2020-04-15T19:59:03.193518_280,2,1222,2019-08-21
2020-04-15T19:59:03.193518_280_1,2,1222,2020-08-21
2020-04-15T19:59:03.193518_280_2,2,1222,2021-08-21
2020-04-15T19:59:03.193518_281,2,1031,2019-08-21
2020-04-15T19:59:03.193518_281_1,2,1031,2020-08-21
2020-04-15T19:59:03.193518_281_2,2,1031,2021-08-21
2020-04-15T19:59:03.193518_282,3,1522,2019-08-22
2020-04-15T19:59:03.193518_282_1,3,1522,2020-08-22
2020-04-15T19:59:03.193518_282_2,3,1522,2021-08-22
2020-04-15T19:59:03.193518_283,3,1282,2019-08-22
2020-04-15T19:59:03.193518_283_1,3,1282,2020-08-22
2020-04-15T19:59:03.193518_283_2,3,1282,2021-08-22
2020-04-15T19:59:03.193518_284,3,1487,2019-08-22
2020-04-15T19:59:03.193518_284_1,3,1487,2020-08-22
2020-04-15T19:59:03.193518_284_2,3,1487,2021-08-22
2020-04-15T19:59:03.193518_285,1,1855,2019-08-22
2020-04-15T19:59:03.193518_285_1,1,1855,2020-08-22
2020-04-15T19:59:03.193518_285_2,1,1855,2021-08-22
2020-04-15T19:59:03.193518_286,2,1865,2019-08-22
2020-04-15T19:59:03.193518_286_1,2,1865,2020-08-22
2020-04-15T19:59:03.193518_286_2,2,1865,2021-08-22
2020-04-15T19:59:03.193518_287,2,1460,2019-08-22
2020-04-15T19:59:03.193518_287_1,2,1460,2020-08-22
2020-04-15T19:59:03.193518_287_2,2,1460,2021-08-22
2020-04-15T19:59:03.193518_288,1,1475,2019-08-22
2020-04-15T19:59:03.193518_288_1,1,1475,2020-08-22
2020-04-15T19:59:03.193518_288_2,1,1475,2021-08-22
2020-04-15T19:59:03.193518_289,3,1765,2019-08-22
2020-04-15T19:59:03.193518_289_1,3,1765,2020-08-22
2020-04-15T19:59:03.193518_289_2,3,1765,2021-08-22
2020-04-15T19:59:03.193518_290,3,1310,2019-08-22
2020-04-15T19:59:03.193518_290_1,3,1310,2020-08-22
2020-04-15T19:59:03.193518_290_2,3,1310,2021-08-22
2020-04-15T19:59:03.193518_291,2,1164,2019-08-22
2020-04-15T19:59:03.193518_291_1,2,1164,2020-08-22
2020-04-15T19:59:03.193518_291_2,2,1164,2021-08-22
2020-04-15T19:59:03.193518_292,2,1942,2019-08-22
2020-04-15T19:59:03.193518_292_1,2,1942,2020-08-22
2020-04-15T19:59:03.193518_292_2,2,1942,2021-08-22
2020-04-15T19:59:03.193518_293,2,1234,2019-08-23
2020-04-15T19:59:03.193518_293_1,2,1234,2020-08-23
2020-04-15T19:59:03.193518_293_2,2,1234,2021-08-23
2020-04-15T19:59:03.193518_294,1,1923,2019-08-23
2020-04-15T19:59:03.193518_294_1,1,1923,2020-08-23
2020-04-15T19:59:03.193518_294_2,1,1923,2021-08-23
2020-04-15T19:59:03.193518_295,1,1568,2019-08-23
2020-04-15T19:59:03.193518_295_1,1,1568,2020-08-23
2020-04-15T19:59:03.193518_295_2,1,1568,2021-08-23
2020-04-15T19:59:03.193518_296,1,1251,2019-08-23
2020-04-15T19:59:03.193518_296_1,1,1251,2020-08-23
2020-04-15T19:59:03.193518_296_2,1,1251,2021-08-23
2020-04-15T19:59:03.193518_297,3,1368,2019-08-23
2020-04-15T19:59:03.193518_297_1,3,1368,2020-08-23
2020-04-15T19:59:03.193518_297_2,3,1368,2021-08-23
2020-04-15T19:59:03.193518_298,1,1973,2019-08-23
2020-04-15T19:59:03.193518_298_1,1,1973,2020-08-23
2020-04-15T19:59:03.193518_298_2,1,1973,2021-08-23
2020-04-15T19:59:03.193518_299,3,1660,2019-08-23
2020-04-15T19:59:03.193518_299_1,3,1660,2020-08-23
2020-04-15T19:59:03.193518_299_2,3,1660,2021-08-23
2020-04-15T19:59:03.194516_300,1,1414,2019-08-24
2020-04-15T19:59:03.194516_300_1,1,1414,2020-08-24
2020-04-15T19:59:03.194516_300_2,1,1414,2021-08-24
2020-04-15T19:59:03.194516_301,1,1855,2019-08-24
2020-04-15T19:59:03.194516_301_1,1,1855,2020-08-24
2020-04-15T19:59:03.194516_301_2,1,1855,2021-08-24
2020-04-15T19:59:03.194516_302,1,1925,2019-08-24
2020-04-15T19:59:03.194516_302_1,1,1925,2020-08-24
2020-04-15T19:59:03.194516_302_2,1,1925,2021-08-24
2020-04-15T19:59:03.194516_303,2,1422,2019-08-24
2020-04-15T19:59:03.194516_303_1,2,1422,2020-08-24
2020-04-15T19:59:03.194516_303_2,2,1422,2021-08-24
2020-04-15T19:59:03.194516_304,2,1589,2019-08-24
2020-04-15T19:59:03.194516_304_1,2,1589,2020-08-24
2020-04-15T19:59:03.194516_304_2,2,1589,2021-08-24
2020-04-15T19:59:03.194516_305,1,1336,2019-08-24
2020-04-15T19:59:03.194516_305_1,1,1336,2020-08-24
2020-04-15T19:59:03.194516_305_2,1,1336,2021-08-24
2020-04-15T19:59:03.194516_306,1,1540,2019-08-24
2020-04-15T19:59:03.194516_306_1,1,1540,2020-08-24
2020-04-15T19:59:03.194516_306_2,1,1540,2021-08-24
2020-04-15T19:59:03.194516_307,3,1200,2019-08-24
2020-04-15T19:59:03.194516_307_1,3,1200,2020-08-24
2020-04-15T19:59:03.194516_307_2,3,1200,2021-08-24
2020-04-15T19:59:03.194516_308,3,1570,2019-08-24
2020-04-15T19:59:03.194516_308_1,3,1570,2020-08-24
2020-04-15T19:59:03.194516_308_2,3,1570,2021-08-24
2020-04-15T19:59:03.194516_309,1,1335,2019-08-24
2020-04-15T19:59:03.194516_309_1,1,1335,2020-08-24
2020-04-15T19:59:03.194516_309_2,1,1335,2021-08-24
2020-04-15T19:59:03.194516_310,3,1010,2019-08-24
2020-04-15T19:59:03.194516_310_1,3,1010,2020-08-24
2020-04-15T19:59:03.194516_310_2,3,1010,2021-08-24
2020-04-15T19:59:03.194516_311,2,1620,2019-08-24
2020-04-15T19:59:03.194516_311_1,2,1620,2020-08-24
2020-04-15T19:59:03.194516_311_2,2,1620,2021-08-24
2020-04-15T19:59:03.194516_312,2,1372,2019-08-24
2020-04-15T19:59:03.194516_312_1,2,1372,2020-08-24
2020-04-15T19:59:03.194516_312_2,2,1372,2021-08-24
2020-04-15T19:59:03.194516_313,3,1010,2019-08-24
2020-04-15T19:59:03.194516_313_1,3,1010,2020-08-24
2020-04-15T19:59:03.194516_313_2,3,1010,2021-08-24
2020-04-15T19:59:03.194516_314,3,1509,2019-08-24
2020-04-15T19:59:03.194516_314_1,3,1509,2020-08-24
2020-04-15T19:59:03.194516_314_2,3,1509,2021-08-24
2020-04-15T19:59:03.194516_315,1,1222,2019-08-24
2020-04-15T19:59:03.194516_315_1,1,1222,2020-08-24
2020-04-15T19:59:03.194516_315_2,1,1222,2021-08-24
2020-04-15T19:59:03.194516_316,2,1595,2019-08-24
2020-04-15T19:59:03.194516_316_1,2,1595,2020-08-24
2020-04-15T19:59:03.194516_316_2,2,1595,2021-08-24
2020-04-15T19:59:03.194516_317,2,1310,2019-08-24
2020-04-15T19:59:03.194516_317_1,2,1310,2020-08-24
2020-04-15T19:59:03.194516_317_2,2,1310,2021-08-24
2020-04-15T19:59:03.194516_318,1,1134,2019-08-24
2020-04-15T19:59:03.194516_318_1,1,1134,2020-08-24
2020-04-15T19:59:03.194516_318_2,1,1134,2021-08-24
2020-04-15T19:59:03.194516_319,1,1406,2019-08-24
2020-04-15T19:59:03.194516_319_1,1,1406,2020-08-24
2020-04-15T19:59:03.194516_319_2,1,1406,2021-08-24
2020-04-15T19:59:03.194516_320,1,1368,2019-08-24
2020-04-15T19:59:03.194516_320_1,1,1368,2020-08-24
2020-04-15T19:59:03.194516_320_2,1,1368,2021-08-24
2020-04-15T19:59:03.194516_321,3,1292,2019-08-24
2020-04-15T19:59:03.194516_321_1,3,1292,2020-08-24
2020-04-15T19:59:03.194516_321_2,3,1292,2021-08-24
2020-04-15T19:59:03.194516_322,2,1282,2019-08-24
2020-04-15T19:59:03.194516_322_1,2,1282,2020-08-24
2020-04-15T19:59:03.194516_322_2,2,1282,2021-08-24
2020-04-15T19:59:03.194516_323,2,1973,2019-08-25
2020-04-15T19:59:03.194516_323_1,2,1973,2020-08-25
2020-04-15T19:59:03.194516_323_2,2,1973,2021-08-25
2020-04-15T19:59:03.194516_324,2,1761,2019-08-25
2020-04-15T19:59:03.194516_324_1,2,1761,2020-08-25
2020-04-15T19:59:03.194516_324_2,2,1761,2021-08-25
2020-04-15T19:59:03.194516_325,1,1589,2019-08-25
2020-04-15T19:59:03.194516_325_1,1,1589,2020-08-25
2020-04-15T19:59:03.194516_325_2,1,1589,2021-08-25
2020-04-15T19:59:03.194516_326,1,1972,2019-08-25
2020-04-15T19:59:03.194516_326_1,1,1972,2020-08-25
2020-04-15T19:59:03.194516_326_2,1,1972,2021-08-25
2020-04-15T19:59:03.195519_327,1,1898,2019-08-25
2020-04-15T19:59:03.195519_327_1,1,1898,2020-08-25
2020-04-15T19:59:03.195519_327_2,1,1898,2021-08-25
2020-04-15T19:59:03.195519_328,1,1030,2019-08-25
2020-04-15T19:59:03.195519_328_1,1,1030,2020-08-25
2020-04-15T19:59:03.195519_328_2,1,1030,2021-08-25
2020-04-15T19:59:03.195519_329,3,1010,2019-08-25
2020-04-15T19:59:03.195519_329_1,3,1010,2020-08-25
2020-04-15T19:59:03.195519_329_2,3,1010,2021-08-25
2020-04-15T19:59:03.195519_330,2,1165,2019-08-25
2020-04-15T19:59:03.195519_330_1,2,1165,2020-08-25
2020-04-15T19:59:03.195519_330_2,2,1165,2021-08-25
2020-04-15T19:59:03.195519_331,2,1923,2019-08-25
2020-04-15T19:59:03.195519_331_1,2,1923,2020-08-25
2020-04-15T19:59:03.195519_331_2,2,1923,2021-08-25
2020-04-15T19:59:03.195519_332,2,1234,2019-08-25
2020-04-15T19:59:03.195519_332_1,2,1234,2020-08-25
2020-04-15T19:59:03.195519_332_2,2,1234,2021-08-25
2020-04-15T19:59:03.195519_333,2,1402,2019-08-25
2020-04-15T19:59:03.195519_333_1,2,1402,2020-08-25
2020-04-15T19:59:03.195519_333_2,2,1402,2021-08-25
2020-04-15T19:59:03.195519_334,1,1452,2019-08-25
2020-04-15T19:59:03.195519_334_1,1,1452,2020-08-25
2020-04-15T19:59:03.195519_334_2,1,1452,2021-08-25
2020-04-15T19:59:03.195519_335,1,1675,2019-08-25
2020-04-15T19:59:03.195519_335_1,1,1675,2020-08-25
2020-04-15T19:59:03.195519_335_2,1,1675,2021-08-25
2020-04-15T19:59:03.195519_336,1,1855,2019-08-25
2020-04-15T19:59:03.195519_336_1,1,1855,2020-08-25
2020-04-15T19:59:03.195519_336_2,1,1855,2021-08-25
2020-04-15T19:59:03.195519_337,2,1886,2019-08-25
2020-04-15T19:59:03.195519_337_1,2,1886,2020-08-25
2020-04-15T19:59:03.195519_337_2,2,1886,2021-08-25
2020-04-15T19:59:03.195519_338,2,1487,2019-08-25
2020-04-15T19:59:03.195519_338_1,2,1487,2020-08-25
2020-04-15T19:59:03.195519_338_2,2,1487,2021-08-25
2020-04-15T19:59:03.195519_339,2,1402,2019-08-25
2020-04-15T19:59:03.195519_339_1,2,1402,2020-08-25
2020-04-15T19:59:03.195519_339_2,2,1402,2021-08-25
2020-04-15T19:59:03.195519_340,2,1250,2019-08-25
